TimeStamp,ElapsedTime
2017-04-07 15:40:31," 1287
"
2017-04-07 15:40:39," 177
"
2017-04-07 15:40:47," 181
"
2017-04-07 15:40:55," 205
"
2017-04-07 15:41:03," 187
"
2017-04-07 15:41:11," 175
"
2017-04-07 15:41:19," 209
"
2017-04-07 15:41:27," 199
"
2017-04-07 15:41:35," 203
"
2017-04-07 15:41:43," 182
"
