timestamp,power
2017-04-10 20:18:17," 78
"
2017-04-10 20:18:25," 78
"
2017-04-10 20:18:33," 78
"
2017-04-10 20:18:41," 78
"
2017-04-10 20:18:50," 78
"
2017-04-10 20:18:58," 78
"
2017-04-10 20:19:06," 78
"
2017-04-10 20:19:14," 78
"
2017-04-10 20:19:22," 78
"
2017-04-10 20:19:30," 78
"
